PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Gender,Day 1 Filming date,Age,Hometown,State,Population of Hometown,Profession,Job Code (SOC),Collar,Generation
408,28,Woo Hwang,3.53,12.94,0.27,1,9,4,70,10,0.89,3.15,7,1,9,0.111111111,1.28,7.35,39,2,1,1,0.9,0.1,6.68,1,0,9,2,10,2,0.2,7,3,6,3,13,6,0.462,2,0,0,3,0.3,5,0.63,M,7/11/2013,29,Newport Beach,CA,87127,Martial Arts Instructor,25-3021,N,Y
407,28,Tony Vlachos,2.28,12.94,0.18,2,10,5,70,10,0.99,3.11,7,8,9,0.888888889,2.06,10.73,39,1,1,0,1,0,5.4,1,1,9,0,10,1,0.1,7,3,6,2,13,5,0.385,2,0,0,0,0,6,0.6,M,7/11/2013,39,Jersey City,NJ,264290,Police Officer,33-3051,B,X
441,29,Nadiya Anderson,0,0.11,0,0,0,5,9,1,-0.56,0,0,0,8,0,-0.56,0,3.5,18,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,6/2/2014,28,Edgewater,NJ,12034,Crossfit Coach/Project Coordinator,27-2022,N,Y
442,29,Val Collins,0,0.74,0,0,0,4,17,2,-0.12,0,1,0,8,0,-0.12,0,6.5,17,1,2,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,2,1,0.5,1,0.5,F,6/2/2014,35,Foxborough,MA,5625,Police Officer,33-3051,B,X
438,29,John Rocker,0,0.9,0,0,1,5,24,3,0.26,1.04,2,0,8,0,0.26,1.04,8.5,16,1,2,0.33,0.67,1.04,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0,0,0,1,1,0.33,2,0.67,M,6/2/2014,39,Atlanta,GA,463878,Former MLB Player,27-2021,N,X
440,29,Drew Christy,0.36,0.53,0.68,0,0,5,9,1,-0.56,0,0,0,8,0,0.13,0.36,10.5,15,1,1,0,1,0.36,0,0,0,0,0,0,#DIV/0!,0,0,4,3,4,3,0.75,0,0,1,1,1,0,0,M,6/2/2014,25,Winter Park,FL,29943,Traveling Sales Representative,41-9091,W,Y
435,29,Kelley Wentworth,0.36,0.67,0.54,1,1,4,16,2,0.38,1.75,0,0,8,0,0.91,2.11,13.5,14,1,1,0.5,0.5,2.11,0,0,0,0,0,0,#DIV/0!,0,0,5,3,5,3,0.6,0,0,0,2,1,0,0,F,6/2/2014,28,Seattle,WA,737015,Marketing Manager,21-Nov,W,Y
439,29,Dale Wentworth,0.17,0.88,0.19,1,1,8,37,5,0.16,0.47,1,0,8,0,0.35,0.63,15.5,13,1,4,0.2,0.8,0.63,0,0,0,0,0,0,#DIV/0!,0,0,6,1,6,1,0.167,0,0,0,4,0.8,1,0.2,M,6/2/2014,55,Ephrata,WA,8047,Farmer,13-Nov,B,Baby Boomer
437,29,Julie McGee*,0.88,2.34,0.38,2,1,2,9,1,-0.28,0.78,0,0,8,0,0.54,1.66,18.5,12,1,0,1,0,1.66,0,0,1,0,1,0,0,0,0,6,3,6,3,0.5,0,0,0,1,1,0,0,F,6/2/2014,34,Atlanta,GA,463878,Model/Spray Tan Business Owner,41-9012,N,X
436,29,Josh Canfield,0.48,3.08,0.15,0,2,6,35,4,0.46,1.4,2,0,8,0,0.61,1.88,21.5,11,1,2,0.5,0.5,1.88,0,0,2,0,2,0,0,1,0,6,3,7,3,0.429,0,0,1,2,0.5,2,0.5,M,6/2/2014,32,New York,NY,8468000,Singer/Actor/Writer,27-2042,N,Y
429,29,Jeremy Collins,2.57,4.74,0.54,1,2,5,30,3,0.61,2.07,2,0,8,0,1.15,4.64,24.5,10,1,1,0.67,0.33,4.64,0,0,3,1,3,1,0.33,2,2,6,5,8,7,0.875,0,0,3,1,0.33,1,0.5,M,6/2/2014,36,Foxborough,MA,5625,Firefighter,33-2011,B,X
431,29,Wes Nale,1.18,6.03,0.2,0,3,2,54,6,0.49,2.33,4,0,8,0,0.69,3.51,26.5,9,1,3,0.5,0.5,3.51,0,0,4,0,4,0,0,3,1,6,3,9,4,0.444,0,0,1,2,0.33,4,0.67,M,6/2/2014,24,Shreveport,LA,197204,Firefighter,33-2011,B,Y
432,29,Reed Kelly,2.82,7.99,0.35,0,1,10,47,5,0.16,0.4,3,0,8,0,0.51,3.22,29.5,8,1,4,0.2,0.8,3.22,1,0,5,1,6,1,0.17,3,3,6,5,9,8,0.889,0,0,0,2,0.4,2,0.5,M,6/2/2014,31,New York,NY,8468000,Broadway Performer/Model/Aerialist,27-2011,N,Y
433,29,Alec Christy,0.93,9.53,0.1,0,4,4,69,8,0.49,1.75,6,0,8,0,0.59,2.68,32.5,7,1,4,0.5,0.5,2.68,2,0,6,0,8,0,0,3,2,6,3,9,5,0.556,0,0,2,2,0.25,6,0.75,M,6/2/2014,22,Winter Park,FL,29943,Student,54-0000,?,Y
428,29,Jon Misch,2.44,11.32,0.22,1,5,2,73,9,0.55,2.59,7,0,8,0,0.77,5.04,35.5,6,1,4,0.56,0.44,5.04,2,0,7,1,9,1,0.11,4,2,6,3,10,5,0.5,0,0,4,2,0.22,6,0.75,M,6/2/2014,26,Waterford,MI,75737,Financial Assistant,13-2099,W,Y
434,29,Baylor Wilson,1.37,13.36,0.1,0,8,16,93,12,0.65,0.93,6,0,8,0,0.75,2.3,37.5,5,1,4,0.67,0.33,2.3,3,0,8,1,11,1,0.09,4,1,6,1,10,2,0.2,0,0,1,6,0.5,5,0.45,F,6/2/2014,20,Nashville,TN,689447,Student,54-0000,?,Y
427,29,Keith Nale,4.77,14.32,0.33,2,4,13,82,11,0.35,0.6,4,0,8,0,0.68,5.37,38.5,4,1,7,0.36,0.64,5.37,3,1,9,3,12,4,0.33,4,2,6,2,10,4,0.4,0,0,3,7,0.64,0,0,M,6/2/2014,53,Shreveport,LA,197204,Firefighter,33-2011,B,Baby Boomer
430,29,Missy Payne,0.69,13.82,0.05,4,7,3,82,11,0.63,2.55,8,1,8,0.125,0.81,3.99,39.5,3,1,4,0.64,0.36,3.24,3,0,9,0,12,0,0,4,1,6,3,10,4,0.4,0,0,0,3,0.27,8,0.73,F,6/2/2014,47,Dallas,TX,1300092,Competitive Cheerleading Gym Owner,13-0000,N,X
426,29,Jaclyn Schultz,1.42,14.36,0.1,0,9,2,97,13,0.69,3.23,10,2,8,0.25,1.04,6.15,39.5,2,1,4,0.69,0.31,4.65,3,0,9,1,12,1,0.08,4,1,6,1,10,2,0.2,0,0,2,3,0.23,9,0.75,F,6/2/2014,25,Wyandotte,MI,25156,Media Buyer,22-Nov,W,Y
425,29,Natalie Anderson,3.07,13.82,0.22,0,7,0,69,9,0.78,5.44,9,5,8,0.625,1.62,12.27,39.5,1,1,2,0.78,0.22,8.52,3,1,9,1,12,2,0.17,4,2,6,5,10,7,0.7,0,0,3,0,0,7,0.88,F,6/2/2014,28,Edgewater,NJ,12034,Crossfit Coach/Physical Therapy Student,27-2022,N,Y
460,30,So Kim,0,2.17,0,0,0,4,6,1,-0.67,0,0,0,8,0,-0.67,0,3,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,8/4/2014,31,Long Beach,CA,474140,Retail Buyer,22-Nov,W,Y
459,30,Vince Sly,0.17,0.37,0.45,0,0,3,6,1,-0.5,0,0,0,8,0,-0.05,0.17,6,17,1,1,0,1,0.17,0,0,0,0,0,0,0,0,0,2,1,2,1,0.5,0,0,0,1,1,0,0,M,8/4/2014,32,Santa Monica,CA,93220,Coconut Vendor,13-0000,N,Y
458,30,Nina Poersch,0.17,0.57,0.29,1,0,4,11,2,-0.18,0,0,0,8,0,0.11,0.17,8,16,1,2,0,1,0.17,0,0,0,0,0,0,0,0,0,3,1,3,1,0.333,0,0,0,2,1,0,0,F,8/4/2014,51,Palmdale,CA,158351,Hearing Advocate,27-3023,N,Baby Boomer
457,30,Lindsey Cascaddan,0.18,1.07,0.17,2,0,2,6,1,-0.33,0,0,0,8,0,-0.16,0.18,11,15,1,1,0,1,0.18,0,0,0,0,0,0,0,1,0,4,0,5,0,0,2,0,0,1,1,0,0,F,8/4/2014,24,College Park,FL,20073,Hairdresser,39-5012,B,Y
451,30,Max Dawson,0.55,1.35,0.41,0,1,5,13,2,0.31,1.56,1,0,8,0,0.71,2.11,14,14,1,1,0.5,0.5,2.11,0,0,0,0,0,0,#DIV/0!,2,0,5,1,7,1,0.143,3,0,0,1,0.5,1,0.5,M,8/4/2014,37,Topanga,CA,8289,Media Consultant,27-1031,W,X
456,30,Joaquin Souberbielle,0.84,1.69,0.5,1,0,4,13,2,-0.15,0,1,0,8,0,0.34,0.84,16,13,1,2,0,1,0.84,0,0,0,0,0,0,0,3,1,6,2,9,3,0.333,3,0,0,1,0.5,1,0.5,M,8/4/2014,27,Valley Stream,NY,37962,Marketing Director,21-Nov,W,Y
455,30,Kelly Remington,0.62,2.69,0.23,1,1,4,25,3,0.28,1.17,2,0,8,0,0.51,1.78,19,12,1,2,0.33,0.67,1.78,0,0,1,0,1,0,0,3,1,6,2,9,3,0.333,1,0,0,1,0.33,2,0.67,F,8/4/2014,44,Grand Island,NY,20813,State Trooper,33-3051,B,X
449,30,Hali Ford,1,4.69,0.21,0,3,8,41,5,0.56,1.4,3,0,8,0,0.77,2.4,22,11,1,2,0.6,0.4,2.4,1,0,2,0,3,0,0,3,2,6,3,9,5,0.556,0,0,0,2,0.4,3,0.6,F,8/4/2014,25,San Francisco,CA,864816,Law Student,23-0000,W,Y
445,30,Joe Anglim,3.95,5.89,0.67,0,3,8,51,6,0.47,1.17,4,0,8,0,1.15,5.12,24,10,1,3,0.5,0.5,5.12,1,1,3,2,4,3,0.75,4,2,6,3,10,5,0.5,0,0,0,2,0.33,1,0.25,M,8/4/2014,25,Scottsdale,AZ,236839,Jewelry Designer,27-1022,N,Y
453,30,Jenn Brown,1,6.89,0.15,0,4,11,60,7,0.55,1.07,3,0,8,0,0.69,2.07,27,9,1,3,0.57,0.43,2.07,1,0,4,0,5,0,0,4,2,6,3,10,5,0.5,0,0,0,4,0.57,3,0.43,F,8/4/2014,22,Long Beach,CA,474140,Sailing Instructor,25-3021,N,Y
452,30,Shirin Oskooi,0.63,8.14,0.08,1,4,7,63,7,0.56,1.45,5,0,8,0,0.63,2.08,29,8,1,3,0.57,0.43,2.08,1,0,5,0,6,0,0,5,1,6,1,11,2,0.182,2,0,0,2,0.29,5,0.71,F,8/4/2014,31,San Francisco,CA,864816,Yahoo! Executive,11-1011,W,Y
447,30,Tyler Fredrickson,2.16,9.47,0.23,1,3,5,70,8,0.37,1.17,6,0,8,0,0.59,3.33,32,7,1,5,0.38,0.63,3.33,1,0,6,1,7,1,0.142857143,6,3,6,2,12,5,0.417,2,0,0,2,0.25,5,0.71,M,8/4/2014,33,Los Angeles,CA,3898747,Ex-Talent Agent Assistant,13-1011,W,Y
450,30,Dan Foley,1.12,10.8,0.1,2,5,9,76,9,0.54,1.2,5,0,8,0,0.65,2.32,35,6,1,4,0.56,0.44,2.32,1,0,7,0,8,0,0,7,3,6,2,13,5,0.385,2,0,0,4,0.44,5,0.56,M,8/4/2014,47,Gorham,ME,6882,Postal Worker,43-5053,B,X
448,30,Sierra Thomas,1.2,12.8,0.09,0,5,6,81,10,0.49,1.4,8,0,8,0,0.59,2.6,37,5,1,5,0.5,0.5,2.6,2,0,8,0,10,0,0,7,3,6,2,13,5,0.385,2,0,0,2,0.2,8,0.8,F,8/4/2014,27,Roy,UT,37964,Barrel Racer,27-2021,B,Y
454,30,Rodney Lavoie,0.67,13.8,0.05,1,4,5,85,11,0.36,1.13,8,0,8,0,0.41,1.8,38,4,1,7,0.36,0.64,1.8,2,0,9,0,11,0,0,7,1,6,2,13,3,0.231,2,0,0,3,0.27,8,0.73,M,8/4/2014,24,Boston,MA,675647,General Contractor,47-1000,B,Y
444,30,Carolyn Rivera,3.8,13.8,0.28,0,9,5,85,11,0.81,2.55,7,1,8,0.125,1.21,7.1,39,2,1,2,0.82,0.18,6.35,2,0,9,2,11,2,0.181818182,7,4,6,2,13,6,0.462,3,0,0,4,0.36,5,0.56,F,8/4/2014,52,Tampa,FL,384959,Corporate Executive,11-1011,W,Baby Boomer
446,30,Will Sims,1.58,13.8,0.11,1,6,4,90,12,0.5,1.75,10,1,8,0.125,0.74,4.08,39,2,1,6,0.5,0.5,3.33,2,0,9,0,11,0,0,7,4,6,3,13,7,0.538,0,0,0,2,0.17,10,0.83,M,8/4/2014,41,Sherman Oaks,CA,52677,YouTube Sensation,27-2099,N,X
443,30,Mike Holloway,7.54,13.8,0.55,1,9,0,85,11,0.82,5.73,10,6,8,0.75,2.11,17.76,39,1,1,2,0.82,0.18,13.26,2,1,9,5,11,6,0.545454545,7,4,6,2,13,6,0.462,2,0,0,1,0.09,4,0.67,M,8/4/2014,38,North Richland Hills,TX,69204,Oil Driller,47-5012,B,X
401,31,Vytas Baskauskas,0,0.1,0,0,0,6,10,1,-0.6,0,0,0,10,0,-0.6,0,3,20,2,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,M,5/31/2015,35,Santa Monica,CA,93220,Yoga Instructor/Math Professor,39-9031,N,X
452,31,Shirin Oskooi,0,0.21,0,0,1,5,19,2,0.37,1.56,1,0,10,0,0.37,1.56,6,19,2,1,0.5,0.5,1.56,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,0,1,0.5,1,0.5,F,5/31/2015,32,San Francisco,CA,864816,Yahoo! Executive,11-1011,W,Y
226,31,Peih-Gee Law,0,0.38,0,0,2,4,25,3,0.61,2.33,2,0,10,0,0.61,2.33,9,18,2,1,0.67,0.33,2.33,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0,0,0,0,1,0.33,2,0.67,F,5/31/2015,37,San Francisco,CA,864816,Jeweler,51-9071,W,X
26,31,Jeff Varner,0,0.58,0,0,3,4,30,4,0.72,2.63,3,0,10,0,0.72,2.63,11,17,2,1,0.75,0.25,2.63,0,0,0,0,0,0,#DIV/0!,0,0,4,0,4,0,0,0,0,0,1,0.25,3,0.75,M,5/31/2015,49,Greensboro,NC,285342,Internet Projects Manager,21-Nov,W,X
288,31,Monica Padilla,0.29,1.08,0.27,2,0,3,6,1,-0.5,0,1,0,10,0,-0.23,0.29,13,16,2,1,0,1,0.29,0,0,0,0,0,0,#DIV/0!,1,0,5,2,6,2,0.333,1,0,0,0,0,1,1,F,5/31/2015,30,Queens,NY,2272771,Law Student,23-0000,W,Y
169,31,Terry Deitz*,0.52,1.58,0.33,1,0,0,19,2,-0.08,0,2,0,10,0,0.25,0.52,13,15,2,2,0,1,0.52,0.5,0.25,0,0,0.5,0.25,0.5,1,0,5,1,6,1,0.167,2,0,0,0,0,2,0.88,M,5/31/2015,55,Simsbury,CT,24979,Pilot,53-2010,W,Baby Boomer
408,31,Woo Hwang,0.52,1.36,0.38,0,2,5,37,5,0.37,1.24,3,0,10,0,0.75,1.76,16,14,2,3,0.4,0.6,1.76,0,0,0,0,0,0,#DIV/0!,2,1,6,1,8,2,0.25,1,0,0,2,0.4,3,0.6,M,5/31/2015,31,Newport Beach,CA,87127,Martial Arts Instructor,25-3021,N,Y
411,31,Kass McQuillen,0.75,2.36,0.32,1,1,6,20,2,0.35,1.4,1,0,10,0,0.67,2.15,19,13,2,1,0.5,0.5,2.15,0,0,1,0,1,0,0,2,1,6,3,8,4,0.5,2,0,0,1,0.5,1,0.5,F,5/31/2015,42,Tehachapi,CA,13021,Attorney,23-1011,W,X
106,31,Andrew Savage,1.23,4.03,0.3,0,3,4,43,5,0.58,2.1,3,0,10,0,0.89,3.33,21,12,2,2,0.6,0.4,3.33,0.5,0.5,2,0,2.5,0.5,0.2,3,1,6,3,9,4,0.444,1,0,0,2,0.4,3,0.5,M,5/31/2015,51,San Jose,CA,1026908,Attorney,23-1011,W,Baby Boomer
2,31,Kelly Wiglesworth,0.72,4.73,0.15,1,1,8,68,7,0.13,0.33,5,0,10,0,0.28,1.05,24,11,2,6,0.14,0.86,1.05,0,0,3,0,3,0,0,4,2,6,1,10,3,0.3,1,0,0,2,0.29,5,0.71,F,5/31/2015,37,Greensboro,NC,285342,River Guide,39-7011,N,X
403,31,Ciera Eastin,1.23,5.93,0.21,4,3,10,53,5,0.56,1.2,2,0,10,0,0.77,2.43,26,10,2,2,0.6,0.4,2.43,0,0,4,0,4,0,0,5,5,6,2,11,7,0.636,0,0,0,3,0.6,2,0.4,F,5/31/2015,26,Salem,OR,164549,Cosmetology Student,39-5012,B,Y
267,31,Stephen Fishbach,1.84,7.93,0.23,2,4,4,61,7,0.56,2,4,0,10,0,0.79,3.84,29,9,2,3,0.57,0.43,3.84,1,1,5,0,6,1,0.17,5,1,6,4,11,5,0.455,1,0,0,3,0.43,3,0.43,M,5/31/2015,36,New York,NY,8468000,Corporate Consultant,13-1111,W,X
445,31,Joe Anglim,5.56,9.93,0.56,0,0,8,63,5,-0.03,0,3,0,10,0,0.53,5.56,32,8,2,5,0,1,5.56,2,0,6,4,8,4,0.5,5,4,6,4,11,8,0.727,2,0,0,2,0.4,-1,-1,M,5/31/2015,25,Scottsdale,AZ,236839,Jewelry Designer,27-1022,N,Y
380,31,Abi-Maria Gomes,0.72,11.93,0.06,2,8,14,107,12,0.66,1.04,6,0,10,0,0.72,1.75,35,7,2,4,0.67,0.33,1.75,3,0,7,0,10,0,0,5,2,6,1,11,3,0.273,1,0,0,6,0.5,6,0.5,F,5/31/2015,35,Los Angeles,CA,3898747,Business Student,13-0000,W,X
28,31,Kimmi Kappenberg,0.8,12.93,0.06,1,5,2,82,9,0.55,2.59,8,0,10,0,0.62,3.4,36,6,2,4,0.56,0.44,3.4,3,0,8,0,11,0,0,5,1,6,4,11,5,0.455,1,0,0,1,0.11,8,0.89,F,5/31/2015,42,The Woodlands,TX,93847,Bartender,35-3011,B,X
427,31,Keith Nale,3.16,13.93,0.23,0,2,4,81,9,0.22,0.78,6,0,10,0,0.44,3.94,37,5,2,7,0.22,0.78,3.94,3,1,9,1,12,2,0.17,5,2,6,4,11,6,0.545,2,0,0,3,0.33,4,0.5,M,5/31/2015,54,Keithville,LA,7389,Firefighter,33-2011,B,Baby Boomer
435,31,Kelley Wentworth,3.83,14.93,0.26,2,6,5,104,12,0.5,1.56,7,0,10,0,0.75,5.38,38,4,2,6,0.5,0.5,5.38,3,1,10,2,13,3,0.23,5,2,6,2,11,4,0.364,1,0,0,5,0.42,4,0.4,F,5/31/2015,29,Seattle,WA,737015,Marketing Manager,21-Nov,W,Y
409,31,Tasha Fox,1.13,14.93,0.08,1,7,5,96,12,0.58,1.81,8,0,10,0,0.65,2.94,39,2,2,5,0.58,0.42,2.94,3,0,10,0,13,0,0,5,2,6,4,11,6,0.545,1,0,0,4,0.33,8,0.67,F,5/31/2015,39,St. Louis,MO,315685,Accountant,13-2011,W,X
410,31,Spencer Bledsoe,3.95,14.93,0.26,1,9,11,117,14,0.64,1.2,7,0,10,0,0.9,5.15,39,2,2,5,0.64,0.36,5.15,3,0,10,3,13,3,0.23,5,3,6,1,11,4,0.364,1,0,0,7,0.5,4,0.36,M,5/31/2015,22,Chicago,IL,2696555,Economics Student,13-0000,W,Y
429,31,Jeremy Collins,1.64,15.43,0.11,2,7,0,91,11,0.64,4.45,9,10,10,1,1.74,12.09,39,1,2,4,0.64,0.36,6.09,3.5,0,10,1,13.5,1,0.07,5,0,6,4,11,4,0.364,1,0,0,2,0.18,8,0.8,M,5/31/2015,37,Foxborough,MA,5625,Firefighter,33-2011,B,X
463,32,Darnell Hamilton,0,0.17,0,0,0,3,6,1,-0.5,0,0,0,7,0,-0.5,0,3,18,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,M,3/30/2015,27,Chicago,IL,2696555,Postal Worker,43-5053,B,Y
464,32,Jennifer Lanzetti,0,0.37,0,0,1,3,11,2,0.36,2,1,0,7,0,0.36,2,6,17,1,1,0.5,0.5,2,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,0,1,0.5,1,0.5,F,3/30/2015,38,Salt Lake City,UT,192672,Contractor,47-1000,B,X
470,32,Liz Markham,0.27,0.62,0.43,0,0,2,6,1,-0.33,0,0,0,7,0,0.1,0.27,8,16,1,1,0,1,0.27,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,1,0,0,1,1,0,0,F,3/30/2015,27,Brooklyn,NY,2736074,Quantitative Strategist,13-1161,W,Y
474,32,Caleb Reynolds*,0.66,0.87,0.76,0,0,0,0,0,-1,0,0,0,7,0,-0.24,0.66,9,15,1,0,#DIV/0!,#DIV/0!,0.66,0,0,0,0,0,0,#DIV/0!,1,0,4,2,5,2,0.4,2,0,0,0,#DIV/0!,0,#DIV/0!,M,3/30/2015,28,Hopkinsville,KY,32205,Army Veteran,55-0000,B,Y
461,32,Alecia Holden,0.13,3.45,0.04,0,2,8,15,3,0.49,1.56,0,0,7,0,0.53,1.68,11,14,1,1,0.67,0.33,1.68,0,0,0,0,0,0,#DIV/0!,1,0,4,0,5,0,0,1,0,0,3,1,0,0,F,3/30/2015,24,Dallas,TX,1300092,Real Estate Agent,41-9022,W,Y
473,32,Anna Khait,0.41,1.28,0.32,2,0,5,6,1,-0.83,0,0,0,7,0,-0.52,0.41,14,13,1,1,0,1,0.41,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,2,0,0,1,1,0,0,F,3/30/2015,26,Brooklyn,NY,2736074,Professional Poker Player,27-2021,N,Y
472,32,Peter Baggenstos,0.93,1.62,0.58,0,1,7,18,3,0.2,0.85,0,0,7,0,0.78,1.78,16,12,1,2,0.33,0.67,1.78,0,0,0,0,0,0,#DIV/0!,2,2,6,2,8,4,0.5,1,0,0,3,1,0,0,M,3/30/2015,34,Minneapolis,MN,410939,ER Doctor,29-1214,W,Y
471,32,Neal Gottlieb*,0.85,2.62,0.32,1,0,0,6,1,-0.32,0,1,0,7,0,0,0.85,19,11,1,1,0,1,0.85,0,0,1,0,1,0,0,2,0,6,4,8,4,0.5,1,0,0,0,0,1,1,M,3/30/2015,38,Sausalito,CA,7156,Ice Cream Entrepreneur,13-0000,N,X
477,32,Nick Maiorano,2.32,3.82,0.61,0,0,6,10,1,-0.6,0,0,0,7,0,0.01,2.32,22,10,1,1,0,1,2.32,0,0,2,1,2,1,0.5,3,1,6,4,9,5,0.556,3,0,0,1,1,-1,#DIV/0!,M,3/30/2015,30,Redondo Beach,CA,68166,Personal Trainer,39-9031,N,Y
468,32,Debbie Wanner,1.2,5.07,0.24,1,2,5,25,3,0.6,2.07,1,0,7,0,0.84,3.27,24,9,1,1,0.67,0.33,3.27,0,0,3,0,3,0,0,4,2,6,4,10,6,0.6,0,0,0,2,0.67,1,0.33,F,3/30/2015,49,Reading,PA,87879,Chemist,19-2031,W,X
466,32,Scot Pollard,0.74,6.57,0.11,0,4,7,54,8,0.48,1.27,5,0,7,0,0.6,2.01,27,8,1,4,0.5,0.5,2.01,0.5,0,4,0,5,0,0,4,3,6,0,10,3,0.3,1,0,0,3,0.38,5,0.63,M,3/30/2015,40,Carmel,IN,88713,Former NBA Player,27-2021,N,X
475,32,Julia Sokolowski,2.58,8.07,0.32,2,3,7,40,5,0.57,1.53,3,0,7,0,0.88,4.1,29,7,1,2,0.6,0.4,4.1,0.5,0.5,5,1,6,2,0.33,5,3,5,1,10,4,0.4,2,0,3,2,0.4,1,0.25,F,3/30/2015,19,Boston,MA,675647,College Student,54-0000,?,Y
465,32,Kyle Jason,2.04,9.4,0.22,1,2,5,56,8,0.24,0.78,6,0,7,0,0.46,2.82,32,6,1,6,0.25,0.75,2.82,0.5,0,6,1,7,1,0.14,5,2,6,2,11,4,0.364,1,0,0,2,0.25,5,0.71,M,3/30/2015,31,Detroit,MI,677116,Bounty Hunter,33-0000,N,Y
469,32,Joe Del Campo*,1.68,10.4,0.16,3,6,1,59,8,0.66,1.87,7,0,7,0,0.82,3.55,34,5,1,2,0.75,0.25,3.55,1.5,1,6,0,8,1,0.13,5,2,6,1,11,3,0.273,1,0,0,1,0.13,6,0.75,M,3/30/2015,71,Vero Beach,FL,16358,Former FBI Agent,33-3021,B,Silent
462,32,Cydney Gillon,1.96,12.4,0.16,0,7,5,60,9,0.77,2.42,7,0,7,0,0.93,4.38,37,4,1,2,0.78,0.22,4.38,2.5,0,7,1,10,1,0.1,6,1,6,2,12,3,0.25,1,0,0,2,0.22,6,0.75,F,3/30/2015,23,Douglasville,GA,32897,Bodybuilder,27-2021,N,Y
478,32,Tai Trang,3.11,13.4,0.23,1,5,4,57,9,0.55,1.94,6,0,7,0,0.78,5.05,39,3,1,4,0.56,0.44,5.05,3.5,0.5,7,1,11,2,0.18,6,4,6,2,12,6,0.5,2,0,0,3,0.33,4,0.5,M,3/30/2015,51,San Francisco,CA,864816,Gardener,27-1023,N,Baby Boomer
467,32,Aubry Bracco,1.93,13.4,0.14,1,8,8,63,9,0.87,2.07,5,2,7,0.285714286,1.3,5.72,39,2,1,1,0.89,0.11,4.01,3.5,1,7,0,11,1,0.09,6,2,6,2,12,4,0.333,1,0,0,4,0.44,4,0.44,F,3/30/2015,29,Cambridge,MA,110402,Social Media Marketer,Nov-00,W,Y
476,32,Michele Fitzgerald,5.2,13.4,0.39,1,4,2,45,6,0.66,3.11,5,5,7,0.714285714,1.76,12.6,39,1,1,2,0.67,0.33,8.31,3.5,1.5,7,2,11,4,0.36,6,2,6,3,12,5,0.417,3,0,0,1,0.17,1,0.25,F,3/30/2015,24,Freehold,NJ,11959,Bartender,35-3011,B,Y
498,33,Rachel Ako,0,0.1,0,0,0,5,10,1,-0.5,0,0,0,10,0,-0.5,0,4,20,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,4/4/2016,37,Los Angeles,CA,3898747,Recruiting Director,12-Nov,W,X
497,33,Mari Takahashi,0.1,0.21,0.47,0,0,7,10,1,-0.7,0,0,0,10,0,-0.23,0.1,7,19,1,1,0,1,0.1,0,0,0,0,0,0,#DIV/0!,0,0,2,1,2,1,0.5,0,0,0,1,1,0,0,F,4/4/2016,31,Los Angeles,CA,3898747,Gamer,27-2099,N,Y
494,33,Paul Wachter,0.11,0.32,0.34,0,1,6,19,2,0.34,1.4,1,0,10,0,0.69,1.51,10,18,1,1,0.5,0.5,1.51,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,1,0.5,1,0.5,M,4/4/2016,52,Sugarloaf Key,FL,7054,Boat Mechanic,53-5022,B,Baby Boomer
493,33,Lucy Huang,0.24,0.57,0.41,0,1,2,27,3,0.31,1.56,2,0,10,0,0.72,1.79,12,17,1,2,0.33,0.67,1.79,0,0,0,0,0,0,#DIV/0!,1,1,4,1,5,2,0.4,0,0,0,1,0.33,2,0.67,F,4/4/2016,42,Diamond Bar,CA,56897,Dietitian,29-1031,W,X
496,33,CeCe Taylor,0.24,0.77,0.31,0,2,11,32,4,0.41,0.93,0,0,10,0,0.72,1.17,15,16,1,2,0.5,0.5,1.17,0,0,0,0,0,0,#DIV/0!,1,1,5,1,6,2,0.333,0,0,0,4,1,0,0,F,4/4/2016,39,Granada Hills,CA,54465,Insurance Adjuster,13-1031,W,X
