PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Gender,Day 1 Filming date,Age,Hometown,State,Population of Hometown,Profession,Job Code (SOC),Collar,Generation
492,33,Figgy Figueroa,0.44,1.02,0.43,0,1,6,15,2,0.3,1.4,0,0,10,0,0.73,1.84,18,15,1,1,0.5,0.5,1.84,0,0,0,0,0,0,#DIV/0!,2,0,6,2,8,2,0.25,1,0,0,2,1,0,0,F,4/4/2016,23,Nashville,TN,689447,Bartender,35-3011,B,Y
485,33,Michaela Bradshaw,1.04,1.52,0.68,0,1,4,16,2,0.38,1.75,1,0,10,0,1.06,2.79,20,14,1,1,0.5,0.5,2.79,0,0,0,0,0,0,#DIV/0!,3,0,7,5,10,5,0.5,2,0,0,1,0.5,1,0.5,F,4/4/2016,25,Fort Worth,TX,918915,Vacation Club Saleswoman,41-9022,W,Y
490,33,Michelle Schubert,1.09,2.52,0.43,1,2,10,28,3,0.55,1.33,1,0,10,0,0.98,2.42,23,13,1,1,0.67,0.33,2.42,0,0,1,0,1,0,0,3,2,7,3,10,5,0.5,2,0,0,2,0.67,1,0.33,F,4/4/2016,28,Yakima,WA,93701,Missionary Recruiter,21-2011,N,Y
495,33,Taylor Stocker,0.85,3.69,0.23,0,1,7,40,4,0.21,0.64,3,0,10,0,0.44,1.49,25,12,1,3,0.25,0.75,1.49,0,0,2,0,2,0,0,4,1,7,4,11,5,0.455,1,0,0,1,0.25,3,0.75,M,4/4/2016,24,Post Falls,ID,30453,Snowboard Instructor,25-3021,N,Y
488,33,Chris Hammons,1.15,4.89,0.24,0,4,7,68,7,0.56,1.45,6,0,10,0,0.79,2.61,28,11,1,3,0.57,0.43,2.61,0,0,3,0,3,0,0,5,4,7,1,12,5,0.417,2,0,0,1,0.14,6,0.86,M,4/4/2016,38,Moore,OK,60451,Trial Attorney,23-1011,W,X
491,33,Jessica Lewis,0.59,6.22,0.09,1,4,4,78,8,0.49,1.75,6,0,10,0,0.59,2.34,30,10,1,4,0.5,0.5,2.34,0,0,4,0,4,0,0,6,1,7,2,13,3,0.231,1,0,0,2,0.25,6,0.75,F,4/4/2016,37,Voorheesville,NY,2832,Assistant District Attorney,23-1011,W,X
486,33,Zeke Smith,1.62,8.22,0.2,1,4,10,70,7,0.55,1.14,5,0,10,0,0.75,2.76,33,9,1,3,0.57,0.43,2.76,1,0,5,0,6,0,0,6,4,7,3,13,7,0.538,2,0,0,2,0.29,5,0.71,M,4/4/2016,28,Brooklyn,NY,2736074,Asset Manager,13-2052,W,Y
484,33,Will Wahl,1.59,9.22,0.17,4,4,6,79,8,0.49,1.4,6,0,10,0,0.66,2.99,34,8,1,4,0.5,0.5,2.99,1,0,6,1,7,1,0.14,6,0,7,3,13,3,0.231,2,0,0,2,0.25,5,0.71,M,4/4/2016,18,Long Valley,NJ,1879,High School Student,54-0000,?,Z
487,33,Sunday Burquest,1.26,10.22,0.12,2,5,5,103,11,0.45,1.41,8,0,10,0,0.57,2.68,35,7,1,6,0.45,0.55,2.68,1,0,7,0,8,0,0,6,4,7,2,13,6,0.462,1,0,0,3,0.27,8,0.73,F,4/4/2016,45,Otsego,MN,15551,Youth Pastor,21-2011,N,X
482,33,Jay Starrett,4.04,11.22,0.36,1,3,9,92,10,0.29,0.65,6,0,10,0,0.65,4.68,36,6,1,7,0.3,0.7,4.68,1,1,8,2,9,3,0.33,6,0,7,5,13,5,0.385,2,0,0,4,0.4,3,0.38,M,4/4/2016,27,Fort Lauderdale,FL,178590,Real Estate Agent,41-9022,W,Y
489,33,Bret LaBelle,1.39,12.22,0.11,2,5,5,114,13,0.38,1.2,10,0,10,0,0.49,2.58,37,5,1,8,0.38,0.62,2.58,1,0,9,0,10,0,0,6,4,7,3,13,7,0.538,0,0,0,3,0.23,10,0.77,M,4/4/2016,42,Dedham,MA,24729,Police Sergeant,33-3051,B,X
481,33,David Wright,3.15,13.22,0.24,1,12,10,117,14,0.85,1.71,8,0,10,0,1.09,4.87,38,4,1,2,0.86,0.14,4.87,1,0,10,2,11,2,0.18,6,4,7,1,13,5,0.385,2,0,0,6,0.43,6,0.5,M,4/4/2016,42,Sherman Oaks,CA,52677,Television Writer,27-3043,N,X
480,33,Ken McNickle,4.75,13.22,0.36,0,12,2,117,14,0.86,4,12,0,10,0,1.22,8.75,39,2,1,2,0.86,0.14,8.75,1,0,10,4,11,4,0.36,6,2,7,2,13,4,0.308,1,0,0,2,0.14,8,0.8,M,4/4/2016,33,Denver,CO,715522,Model,41-9012,N,Y
483,33,Hannah Shapiro,1.11,13.22,0.08,3,9,5,101,14,0.64,2,10,0,10,0,0.72,3.11,39,2,1,5,0.64,0.36,3.11,1,0,10,0,11,0,0,6,1,7,5,13,6,0.462,1,0,0,4,0.29,10,0.71,F,4/4/2016,24,West Hollywood,CA,36222,Barista,35-3023,B,Y
479,33,Adam Klein,1.76,13.22,0.13,2,9,6,100,12,0.75,2.1,7,10,10,1,1.88,9.86,39,1,1,3,0.75,0.25,3.86,1,0,10,1,11,1,0.09,6,1,7,3,13,4,0.308,1,0,0,5,0.42,6,0.55,M,4/4/2016,25,San Francisco,CA,864816,Homeless Shelter Manager,Nov-99,W,Y
403,34,Ciera Eastin,0,0.1,0,0,0,9,10,1,-0.9,0,0,0,10,0,-0.9,0,3,20,3,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,6/6/2016,27,Salem,OR,164549,Cosmetology Student,39-5012,B,Y
407,34,Tony Vlachos,0,0.21,0,0,1,7,19,2,0.32,1.27,1,0,10,0,0.32,1.27,6,19,2,1,0.5,0.5,1.27,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,0,1,0.5,1,0.5,M,6/6/2016,42,Jersey City,NJ,264290,Police Officer,33-3051,B,X
474,34,Caleb Reynolds,0,0.38,0,0,2,5,25,3,0.6,2.07,2,0,10,0,0.6,2.07,9,18,2,1,0.67,0.33,2.07,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0,0,0,0,1,0.33,2,0.67,M,6/6/2016,28,Hopkinsville,KY,32205,Army Veteran,55-0000,B,Y
373,34,Malcolm Freberg,0.42,1.08,0.39,0,2,5,30,3,0.61,2.07,2,0,10,0,1,2.49,11,17,3,1,0.67,0.33,2.49,0.5,0.5,0,0,0.5,0.5,1,0,0,4,1,4,1,0.25,0,0,0,1,0.33,2,0.5,M,6/6/2016,29,Hermosa Beach,CA,19860,Bartender,35-3011,B,Y
266,34,J.T. Thomas,0.73,1.48,0.49,0,0,3,16,2,-0.09,0,0,0,10,0,0.4,0.73,13,16,3,2,0,1,0.73,0.5,0.5,0,0,0.5,0.5,1,1,0,5,3,6,3,0.5,1,0,0,2,1,-1,-0.25,M,6/6/2016,31,Mobile,AL,194288,Cattle Rancher,45-2093,B,Y
97,34,Sandra Diaz-Twine,0.27,1.12,0.24,1,2,5,42,5,0.38,1.24,3,0,10,0,0.61,1.51,16,15,3,3,0.4,0.6,1.51,0,0,0,0,0,0,#DIV/0!,1,0,6,1,7,1,0.143,1,0,0,2,0.4,3,0.6,M,6/6/2016,42,Fayetteville,NC,201963,Office Assistant,43-6000,W,X
26,34,Jeff Varner,0.41,1.41,0.29,0,3,6,48,6,0.48,1.4,4,0,10,0,0.77,1.81,18,14,3,3,0.5,0.5,1.81,0,0,0,0,0,0,#DIV/0!,2,1,7,1,9,2,0.222,1,0,0,2,0.33,4,0.67,F,6/6/2016,50,High Point,NC,110268,Internet Project Manager,15-1241,W,X
449,34,Hali Ford,0.49,2.41,0.2,0,4,8,49,5,0.77,1.87,2,0,10,0,0.97,2.35,21,13,2,1,0.8,0.2,2.35,0,0,1,0,1,0,0,2,0,7,3,9,3,0.333,0,0,0,3,0.6,2,0.4,F,6/6/2016,26,Knoxville,TN,185291,Law Student,23-0000,?,Y
184,34,Ozzy Lusth,1.1,4.07,0.27,0,3,7,39,4,0.71,1.91,3,0,10,0,0.98,3.01,24,12,4,1,0.75,0.25,3.01,0.5,0,2,0,2.5,0,0,3,3,7,3,10,6,0.6,2,0,0,1,0.25,3,0.75,F,6/6/2016,34,Venice,CA,40885,Photographer,27-4021,N,Y
468,34,Debbie Wanner,0.92,4.63,0.2,0,6,6,60,7,0.84,2.4,4,0,10,0,1.04,3.32,26,11,2,1,0.86,0.14,3.32,0,0,3,0,3,0,0,4,3,6,3,10,6,0.6,0,0,3,3,0.43,4,0.57,F,6/6/2016,51,Reading,PA,87879,Chemist,19-2031,W,X
486,34,Zeke Smith,1.3,5.97,0.22,0,3,11,60,6,0.47,0.93,3,0,10,0,0.69,2.24,29,10,2,3,0.5,0.5,2.24,0,0,4,0,4,0,0,5,4,7,3,12,7,0.583,2,0,0,3,0.5,3,0.5,M,6/6/2016,28,Brooklyn,NY,2736074,Asset Manager,13-2052,W,Y
448,34,Sierra Thomas,0.9,7.31,0.12,0,4,9,73,7,0.55,1.23,3,0,10,0,0.68,2.13,32,9,2,3,0.57,0.43,2.13,0,0,5,0,5,0,0,6,1,7,5,13,6,0.462,0,0,0,4,0.57,3,0.43,F,6/6/2016,29,Roy,UT,37964,Barrel Racer,27-2021,B,Y
327,34,Andrea Boehlke,3.84,8.31,0.46,0,5,14,77,8,0.6,0.97,5,0,10,0,1.06,4.81,33,8,3,3,0.63,0.38,4.81,0,0,6,2,6,2,0.33,6,6,7,3,13,9,0.692,2,0,0,3,0.38,3,0.5,M,6/6/2016,27,New York,NY,8468000,Entertainment Host/Writer,27-3023,N,Y
485,34,Michaela Bradshaw,0.55,9.31,0.06,1,7,11,106,11,0.63,1.19,4,0,10,0,0.69,1.74,35,7,2,4,0.64,0.36,1.74,0,0,7,0,7,0,0,6,0,7,3,13,3,0.231,1,0,0,7,0.64,4,0.36,M,6/6/2016,25,Fort Worth,TX,918915,Vacation Club Sales,41-9022,W,Y
170,34,Cirie Fields,0.87,10.31,0.08,2,4,0,77,8,0.5,3.5,4,0,10,0,0.58,4.37,36,6,4,4,0.5,0.5,4.37,0,0,8,0,8,0,0,6,1,7,4,13,5,0.385,1,0,0,4,0.5,4,0.5,F,6/6/2016,45,Norwalk,CT,88485,Nurse,29-1140,B,X
467,34,Aubry Bracco,2.29,11.31,0.2,0,6,8,117,13,0.46,1.08,5,0,10,0,0.66,3.36,37,5,2,7,0.46,0.54,3.36,0,0,9,1,9,1,0.11,6,3,7,3,13,6,0.462,1,0,0,8,0.62,4,0.33,M,6/6/2016,30,Cambridge,MA,110402,Social Media Marketer,Nov-00,W,Y
478,34,Tai Trang,1.85,12.81,0.14,0,9,10,109,13,0.69,1.38,5,0,10,0,0.83,3.23,38,4,2,4,0.69,0.31,3.23,0.5,0.25,10,1,10.5,1.25,0.12,6,2,7,3,13,5,0.385,0,0,0,8,0.62,4,0.31,F,6/6/2016,52,San Francisco,CA,864816,Gardener,27-1023,N,Baby Boomer
357,34,Troyzan Robertson,1.64,12.81,0.13,2,8,2,105,12,0.67,3.11,6,0,10,0,0.79,4.75,39,3,2,4,0.67,0.33,4.75,0.5,0,10,1,10.5,1,0.1,6,1,7,2,13,3,0.231,2,0,0,6,0.5,5,0.45,F,6/6/2016,54,Miami,FL,441003,Swimsuit Photographer,27-4021,N,Baby Boomer
400,34,Brad Culpepper,6.56,12.81,0.51,0,8,2,103,12,0.67,3.11,5,3,10,0.3,1.48,11.47,39,2,2,4,0.67,0.33,9.67,0.5,0.25,10,5,10.5,5.25,0.5,6,3,7,5,13,8,0.615,0,0,0,7,0.58,0,-0.04,M,6/6/2016,47,Tampa,FL,384959,Attorney/Former NFL Player,23-1011,W,X
416,34,Sarah Lacina,1.14,12.31,0.09,0,11,0,99,13,0.85,5.92,6,7,10,0.7,1.64,11.26,39,1,2,2,0.85,0.15,7.06,0,0,10,0,10,0,0,6,3,7,3,13,6,0.462,2,0,0,7,0.54,6,0.46,F,6/6/2016,32,Marion,IA,37330,Police Officer,33-3051,B,Y
515,35,Katrina Radke,0.08,0.33,0.25,0,0,5,6,1,-0.83,0,0,0,8,0,-0.58,0.08,3,18,1,1,0,1,0.08,0,0,0,0,0,0,#DIV/0!,1,0,1,0,2,0,0,1,0,0,1,1,0,0,F,4/3/2017,46,Excelsior,MN,2279,Olympian,27-2021,N,X
516,35,Simone Nguyen,0.08,0.53,0.16,0,0,5,6,1,-0.83,0,0,0,8,0,-0.68,0.08,6,17,1,1,0,1,0.08,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0,1,0,0,1,1,0,0,F,4/3/2017,25,New York,NY,8468000,Diversity Advocate,27-3023,N,Y
513,35,Patrick Bolton,0.08,0.73,0.11,0,1,5,11,2,0.27,1.56,0,0,8,0,0.39,1.64,8,16,1,1,0.5,0.5,1.64,0,0,0,0,0,0,#DIV/0!,1,0,3,0,4,0,0,1,0,0,2,1,0,0,M,4/3/2017,24,Auburn,AL,62059,Small Business Owner,13-0000,W,Y
508,35,Alan Ball,0.38,1.13,0.34,0,1,2,10,2,0.4,2.33,1,0,8,0,0.74,2.72,11,15,1,1,0.5,0.5,2.72,0,0,0,0,0,0,#DIV/0!,2,0,4,1,6,1,0.167,2,0,0,1,0.5,1,0.5,M,4/3/2017,31,Houston,TX,2304580,NFL Player,27-2021,N,Y
514,35,Roark Luskin,0.73,1.63,0.45,0,0,3,5,1,-0.6,0,0,0,8,0,-0.15,0.73,14,14,1,1,0,1,0.73,0,0,0,0,0,0,#DIV/0!,3,1,5,2,8,3,0.375,2,0,0,1,1,0,0,F,4/3/2017,27,Santa Monica,CA,93220,Social Worker,21-1020,W,Y
510,35,Ali Elliott,0.43,2.13,0.2,0,2,3,20,4,0.46,2,3,0,8,0,0.67,2.43,16,13,1,2,0.5,0.5,2.43,0,0,0,0,0,0,#DIV/0!,4,1,6,0,10,1,0.1,2,0,0,1,0.25,3,0.75,F,4/3/2017,24,Los Angeles,CA,3898747,Celebrity Assistant,43-6014,W,Y
512,35,Jessica Johnston,1.78,3.13,0.57,0,0,7,12,1,-0.58,0,0,0,8,0,-0.01,1.78,19,12,1,1,0,1,1.78,0,0,1,1,1,1,1,4,2,6,5,10,7,0.7,3,0,0,1,1,-1,#DIV/0!,F,4/3/2017,29,Louisville,KY,243639,Nurse Practitioner,29-1171,W,Y
505,35,Desi Williams,2.13,4.33,0.49,0,1,4,26,3,0.28,1.17,2,0,8,0,0.77,3.3,21,11,1,2,0.33,0.67,3.3,0,0,2,0,2,0,0,5,2,6,2,11,4,0.364,3,0,0,1,0.33,2,0.67,F,4/3/2017,27,Newport News,VA,182385,Physical Therapist,29-1123,W,Y
506,35,Cole Medders,2.98,5.53,0.54,0,0,7,32,3,-0.07,0,2,0,8,0,0.47,2.98,24,10,1,3,0,1,2.98,0,0,3,1,3,1,0.33,6,4,6,5,12,9,0.75,3,0,0,1,0.33,1,0.5,M,4/3/2017,24,Little Rock,AR,197992,Wilderness Therapy Guide,39-7011,N,Y
507,35,JP Hilsabeck,0.93,7.53,0.12,0,5,6,56,7,0.7,2,5,0,8,0,0.82,2.93,27,9,1,2,0.71,0.29,2.93,1,0,4,0,5,0,0,6,3,6,1,12,4,0.333,3,0,0,2,0.29,5,0.71,M,4/3/2017,28,Los Angeles,CA,3898747,Firefighter,33-2011,B,Y
511,35,Joe Mena,1.18,8.78,0.13,2,3,9,53,6,0.47,1.08,2,0,8,0,0.61,2.26,30,8,1,3,0.5,0.5,2.26,1,0,5,0,6,0,0,7,4,6,1,13,5,0.385,3,0,0,4,0.67,2,0.33,M,4/3/2017,34,Tolland,CT,14891,Probation Officer,21-1092,B,Y
502,35,Lauren Rimmer,2.86,10.78,0.27,4,6,3,67,7,0.85,3.43,5,0,8,0,1.12,6.29,33,7,1,1,0.86,0.14,6.29,2,1,6,1,8,2,0.25,7,1,6,2,13,3,0.231,2,0,0,2,0.29,3,0.5,F,4/3/2017,35,Beaufort,NC,4212,Fisherwoman,45-3031,B,Y
504,35,Ashley Nolan,3.13,12.28,0.26,0,5,8,72,9,0.54,1.3,6,0,8,0,0.8,4.43,36,6,1,4,0.56,0.44,4.43,2,0,7,2,9,2,0.22,8,2,6,1,14,3,0.214,4,0,0,3,0.33,4,0.57,F,4/3/2017,26,Satellite Beach,FL,10633,Lifeguard,33-9092,N,Y
509,35,Mike Zahalsky,1.31,13.28,0.1,3,3,5,67,8,0.37,1.17,4,0,8,0,0.46,2.48,37,5,1,5,0.38,0.63,2.48,2,0,8,0,10,0,0,8,3,6,4,14,7,0.5,1,0,0,4,0.5,4,0.5,M,4/3/2017,43,Parkland,FL,30177,Urologist,29-1229,W,X
501,35,Devon Pinto,1.53,14.28,0.11,1,9,1,82,10,0.9,5.04,9,0,8,0,1.01,6.57,38,4,1,1,0.9,0.1,6.57,2,0,9,0,11,0,0,8,4,6,0,14,4,0.286,3,0,0,1,0.1,9,0.9,M,4/3/2017,24,Solana Beach,CA,13449,Surf Instructor,25-3021,N,Y
503,35,Ryan Ulrich,0.63,14.28,0.04,1,8,0,87,12,0.67,4.67,11,1,8,0.125,0.84,6.05,39,3,1,4,0.67,0.33,5.3,2,0,9,0,11,0,0,8,2,6,0,14,2,0.143,2,0,0,1,0.08,11,0.92,M,4/3/2017,23,North Arlington,NJ,15904,Bellhop,39-6011,B,Y
500,35,Chrissy Hofbeck,6.43,14.28,0.45,1,5,7,82,11,0.45,1.16,9,2,8,0.25,1.15,9.09,39,2,1,6,0.45,0.55,7.59,2,1,9,4,11,5,0.45,8,4,6,1,14,5,0.357,3,0,0,2,0.18,4,0.57,F,4/3/2017,46,Lebanon Township,NJ,6089,Actuary,15-2011,W,X
499,35,Ben Driebergen,1.78,14.28,0.12,1,7,2,73,9,0.77,3.63,5,5,8,0.625,1.52,9.16,39,1,1,2,0.78,0.22,5.41,2,0,9,0,11,0,0,8,2,6,4,14,6,0.429,4,0,0,4,0.44,5,0.56,M,4/3/2017,34,Boise,ID,145987,Marine,55-0000,B,Y
536,36,Stephanie Gonzalez,0,0.1,0,0,0,8,9,1,-0.89,0,0,0,11,0,-0.89,0,3,20,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,,,,,F,6/5/2017,26,Ocala,FL,58218,Graphic Saleswoman,27-1024,W,Y
535,36,Jacob Derwin,0,0.21,0,0,0,5,8,1,-0.63,0,0,0,11,0,-0.63,0,6,19,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,1,,,,,M,6/5/2017,22,Merrick,NY,22097,Music Teacher,25-2000,W,Y
534,36,Morgan Ricke,0.21,0.32,0.66,0,0,4,8,1,-0.5,0,0,0,11,0,0.16,0.21,9,18,1,1,0,1,0.21,0,0,0,0,0,0,#DIV/0!,0,0,3,2,3,2,0.667,0,0,0,,,,,F,6/5/2017,29,Orlando,FL,307573,Marine Animal Trainer,39-2011,N,Y
527,36,Brendan Shapiro,0.44,0.91,0.49,0,2,5,26,3,0.6,2.07,2,0,11,0,1.09,2.52,12,17,1,1,0.67,0.33,2.52,0,0,0,0,0,0,#DIV/0!,2,1,4,1,6,2,0.333,0,0,0,,,,,M,6/5/2017,41,Herndon,VA,24568,Physical Education Teacher,25-2000,W,X
532,36,Stephanie Johnson,0.11,0.82,0.14,0,2,7,34,4,0.45,1.27,2,0,11,0,0.58,1.38,14,16,1,2,0.5,0.5,1.38,0,0,0,0,0,0,#DIV/0!,2,0,5,1,7,1,0.143,0,0,0,,,,,F,6/5/2017,34,Chicago,IL,2696555,Yoga Instructor,39-9031,N,Y
525,36,James Lim,0.5,1.02,0.49,0,3,6,30,4,0.7,2.1,1,0,11,0,1.19,2.6,17,15,1,1,0.75,0.25,2.6,0,0,0,0,0,0,#DIV/0!,2,2,6,2,8,4,0.5,0,0,0,,,,,M,6/5/2017,24,New York,NY,8468000,Business Analyst,13-2031,W,Y
529,36,Bradley Kleihege,0.67,1.52,0.44,0,2,8,22,3,0.55,1.56,0,0,11,0,0.99,2.23,19,14,1,1,0.67,0.33,2.23,0,0,0,0,0,0,#DIV/0!,3,1,7,3,10,4,0.4,1,0,0,,,,,M,6/5/2017,26,Los Angeles,CA,3898747,Law Student,23-0000,?,Y
533,36,Chris Noble,1.29,2.86,0.45,0,0,10,13,1,-0.77,0,0,0,11,0,-0.32,1.29,22,13,1,1,0,1,1.29,0,0,1,0,1,0,0,4,2,7,6,11,8,0.727,1,0,0,,,,,M,6/5/2017,27,Brooklyn,NY,2736074,Male Model,41-9012,N,Y
526,36,Libby Vincek,1.02,3.69,0.28,0,4,8,55,6,0.64,1.56,2,0,11,0,0.92,2.57,25,12,1,2,0.67,0.33,2.57,0,0,2,0,2,0,0,4,4,7,2,11,6,0.545,1,0,0,,,,,F,6/5/2017,24,Nashville,TN,689447,Social Media Strategist,Nov-00,W,Y
531,36,Desiree Afuye,0.45,5.22,0.09,1,4,10,57,6,0.64,1.33,0,0,11,0,0.72,1.78,27,11,1,2,0.67,0.33,1.78,0,0,3,0,3,0,0,6,0,7,3,13,3,0.231,1,0,0,,,,,F,6/5/2017,21,Brooklyn,NY,2736074,Student,54-0000,?,Y
524,36,Jenna Bowman,0.64,5.89,0.11,1,5,3,74,8,0.62,2.5,2,0,11,0,0.73,3.14,29,10,1,3,0.63,0.38,3.14,0,0,4,0,4,0,0,5,1,7,2,12,3,0.25,1,0,1,,,,,F,6/5/2017,23,Venice Beach,CA,40885,Advertising Account Executive,41-3011,W,Y
528,36,Michael Yerger,0.77,6.22,0.12,0,5,5,80,9,0.55,1.73,1,0,11,0,0.67,2.5,29,9,1,4,0.56,0.44,2.5,0,0,4,0,4,0,0,6,2,7,1,13,3,0.231,1,0,0,,,,,M,6/5/2017,18,Los Angeles,CA,3898747,Real Estate Agent,41-9022,W,Z
520,36,Chelsea Townsend,3.04,7.89,0.39,2,6,5,70,8,0.74,2.33,0,0,11,0,1.13,5.37,32,8,1,2,0.75,0.25,5.37,1,0,5,2,6,2,0.33,5,3,7,3,12,6,0.5,1,0,0,,,,,F,6/5/2017,24,Los Angeles,CA,3898747,EMT/Pro Cheerleader,29-2042,B,Y
522,36,Kellyn Bechtold,1.65,9.39,0.18,0,6,4,78,10,0.59,2.1,0,0,11,0,0.77,3.75,35,7,1,4,0.6,0.4,3.75,1,0,6,1,7,1,0.14,6,1,7,3,13,4,0.308,1,0,1,,,,,F,6/5/2017,31,Denver,CO,715522,Career Counselor,21-1012,W,Y
521,36,Sebastian Noel,2.1,10.72,0.2,0,6,5,78,9,0.66,2.07,0,0,11,0,0.86,4.17,36,6,1,3,0.67,0.33,4.17,1,1,7,0,8,1,0.13,7,1,7,5,14,6,0.429,1,0,1,,,,,M,6/5/2017,22,Melbourne,FL,80127,Fishing Guide,39-7011,N,Y
530,36,Donathan Hurley,1.02,11.39,0.09,0,6,9,88,11,0.54,1.17,0,0,11,0,0.63,2.19,37,5,1,5,0.55,0.45,2.19,1,0,8,0,9,0,0,6,4,7,2,13,6,0.462,1,0,1,,,,,M,6/5/2017,26,Kimper,KY,1507,Caretaker,31-1120,B,Y
523,36,Angela Perkins,1.89,12.39,0.15,2,4,3,79,9,0.44,1.78,0,0,11,0,0.59,3.67,38,4,1,5,0.44,0.56,3.67,1,0,9,1,10,1,0.1,6,3,7,3,13,6,0.462,1,0,1,,,,,F,6/5/2017,42,Cincinnati,OH,309317,Army Veteran,55-0000,B,X
519,36,Laurel Johnson,2.45,12.72,0.19,1,10,2,92,11,0.91,4.24,2,0,11,0,1.1,6.69,39,3,1,1,0.91,0.09,6.69,1,0,9,1,10,1,0.1,7,4,7,4,14,8,0.571,0,0,0,,,,,F,6/5/2017,29,Minneapolis,MN,410939,Financial Consultant,13-2052,W,Y
517,36,Domenick Abbate,4.31,12.39,0.35,1,8,2,80,10,0.8,3.73,0,5,11,0.45,1.6,10.77,39,2,1,2,0.8,0.2,8.04,1,0,9,3,10,3,0.3,6,3,7,4,13,7,0.538,1,0,0,,,,,M,6/5/2017,38,Nesconset,NY,13387,Construction Supervisor,47-1000,W,X
518,36,Wendell Holland,3.95,12.39,0.32,0,7,5,75,9,0.77,2.42,0,6,11,0.55,1.63,9.65,39,1,1,2,0.78,0.22,6.37,1,0,9,2,10,2,0.2,6,4,7,6,13,10,0.769,1,0,1,,,,,M,6/5/2017,33,Philadelphia,PA,1576251,Furniture Company Owner,13-0000,N,Y
556,37,Pat Cusack*,0,0.1,0,0,0,0,0,0,-1,0,0,0,10,0,-1,0,3,20,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,,,,,M,3/29/2018,41,Cohoes,NY,16538,Maintenance Manager,Nov-99,W,X
555,37,Jessica Peet,0,0.21,0,0,0,5,9,1,-0.56,0,0,0,10,0,-0.56,0,6,19,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,0,,,,,F,3/29/2018,19,Lakeland,FL,104401,Waitress,35-3031,B,Z
553,37,Jeremy Crawford,0.21,0.34,0.63,0,0,9,10,1,-0.9,0,0,0,10,0,-0.27,0.21,9,18,1,1,0,1,0.21,0,0,0,0,0,0,#DIV/0!,0,0,3,2,3,2,0.667,0,0,0,,,,,M,3/29/2018,40,Clover,SC,5744,Attorney,23-1011,W,X
554,37,Bi Nguyen*,0.13,0.34,0.37,0,0,0,9,1,-0.24,0,1,0,10,0,0.14,0.13,10,17,1,1,0,1,0.13,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,,,,,F,3/29/2018,28,Houston,TX,2304580,Mixed Martial Arts Fighter,27-2021,N,Y
549,37,Natalia Azoqa,0.21,0.54,0.39,1,1,3,15,2,0.4,2,1,0,10,0,0.79,2.21,11,16,1,1,0.5,0.5,2.21,0,0,0,0,0,0,#DIV/0!,0,0,4,2,4,2,0.5,0,0,0,,,,,F,3/29/2018,25,Irvine,CA,256927,Industrial Engineer,17-2112,W,Y
551,37,Natalie Cole,0.3,0.94,0.32,1,1,4,15,2,0.37,1.75,0,0,10,0,0.69,2.05,15,15,1,1,0.5,0.5,2.05,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,2,0,0,,,,,F,3/29/2018,57,Los Angeles,CA,3898747,Publishing CEO,11-1011,W,Baby Boomer
550,37,Lyrsa Torres,0.7,1.69,0.42,0,2,9,18,3,0.5,1.44,0,0,10,0,0.92,2.14,17,14,1,1,0.67,0.33,2.14,0,0,0,0,0,0,#DIV/0!,3,1,6,1,9,2,0.222,3,0,0,,,,,F,3/29/2018,36,Boston,MA,675647,Airline Agent,43-4181,W,Y
552,37,Elizabeth Olson,0.53,2.44,0.22,1,2,13,27,3,0.51,1.1,1,0,10,0,0.72,1.62,20,13,1,1,0.67,0.33,1.62,0,0,1,0,1,0,0,2,1,6,2,8,3,0.375,0,0,0,,,,,F,3/29/2018,31,Longview,TX,82287,Kitchen Staff Member,35-2021,B,Y
543,37,John Hennigan,1.18,3.85,0.31,0,2,3,35,3,0.64,2.67,2,0,10,0,0.94,3.84,22,12,1,1,0.67,0.33,3.84,0,0,2,0,2,0,0,4,2,6,4,10,6,0.6,1,0,0,,,,,M,3/29/2018,38,Los Angeles,CA,3898747,Professional Wrestler,27-2021,N,X
